id,frame,localx,localy,length,width,speedx,speedy,accx,accy,class,lane,precedingid,speedr,gap,yaw,maneuver,leftlane,rightlane,id-left-pre,localy-left-pre,speedy-left-pre,id-left-foll,localy-left-foll,speedy-left-foll,id-right-pre,localy-right-pre,speedy-right-pre,id-right-foll,localy-right-foll,speedy-right-foll
55,463,5.5799736,103.6240752,4.69392,1.64592,0.012192,5.535168,-0.36576,0.94488,2,2,24,0.103632,9.6975168,89.87379805,1,1,3,0,0,0,44,97.0202784,8.388096,54,107.077764,4.501896,86,83.906868,3.313176
55,464,5.5811928,104.17302,4.69392,1.64592,0.012192,5.489448,1.08E-13,-0.4572,2,2,24,0.423672,9.739884,89.87274695,1,1,3,0,0,0,44,97.8584784,8.382,54,107.5050936,4.273296,86,84.2381856,3.313176
55,465,5.582412,104.720136,4.69392,1.64592,0.012192,5.47116,0,-0.18288,2,2,24,0.82296,9.82218,89.87232159,1,1,3,0,0,0,44,98.6966784,8.382,54,107.8955424,3.904488,86,84.5695032,3.313176
55,466,5.5833264,105.2699952,4.69392,1.64592,0.009144,5.498592,-0.03048,0.27432,2,2,24,1.085088,9.9306888,89.90471886,1,1,3,0,0,0,44,99.5348784,8.382,54,108.2549016,3.593592,86,84.900516,3.310128
55,467,5.5845456,105.8192448,4.69392,1.64592,0.012192,5.492496,0.03048,-0.06096,2,2,24,1.143,10.0449888,89.87281757,1,1,3,0,0,0,44,100.3730784,8.382,54,108.6026784,3.477768,86,85.2318336,3.313176
55,468,5.5857648,106.3672752,4.69392,1.64592,0.012192,5.480304,1.08E-13,-0.12192,2,2,24,1.12776,10.1577648,89.87253463,1,1,3,0,0,0,44,101.2115832,8.385048,54,108.9696576,3.669792,86,85.5631512,3.313176
55,469,5.586984,106.9110384,4.69392,1.64592,0.012192,5.437632,-1.08E-13,-0.42672,2,2,24,1.255776,10.2833424,89.87153434,1,1,3,0,0,0,44,102.0494784,8.378952,54,109.3799184,4.102608,86,85.8944688,3.313176
55,470,5.5882032,107.4493152,4.69392,1.64592,0.012192,5.382768,1.08E-13,-0.54864,2,2,24,1.621536,10.445496,89.87022496,1,1,3,0,0,0,44,102.8873736,8.378952,54,109.8258408,4.459224,86,86.2257864,3.313176
55,471,5.5894224,107.9833248,4.69392,1.64592,0.012192,5.340096,0,-0.42672,2,2,24,1.880616,10.6335576,89.86918795,1,1,3,0,0,0,44,103.7228304,8.354568,54,110.2769448,4.51104,86,86.557104,3.313176
55,472,5.5906416,108.5161152,4.69392,1.64592,0.012192,5.327904,-1.08E-13,-0.12192,2,2,24,1.914144,10.824972,89.86888861,1,1,3,0,0,0,44,104.5531056,8.302752,54,110.7006168,4.23672,86,86.8884216,3.313176
55,473,5.591556,109.0489056,4.69392,1.64592,0.009144,5.327904,-0.03048,0,2,2,24,1.944624,11.0194344,89.90166638,1,1,3,0,0,0,44,105.3885624,8.354568,54,111.0883224,3.877056,86,87.2197392,3.313176
55,474,5.5927752,109.5826104,4.69392,1.64592,0.012192,5.337048,0.03048,0.09144,2,2,24,2.04216,11.2236504,89.86911324,1,1,3,0,0,0,44,106.2526704,8.64108,54,111.463836,3.755136,86,87.5510568,3.313176
55,475,5.5936896,110.1157056,4.69392,1.64592,0.009144,5.330952,-0.03048,-0.06096,2,2,24,2.246376,11.448288,89.9017226,1,1,3,0,0,0,44,107.1628032,9.101328,54,111.8567232,3.928872,86,87.8820696,3.310128
55,476,5.5949088,110.646972,4.69392,1.64592,0.012192,5.312664,0.03048,-0.18288,2,2,24,2.298192,11.6781072,89.8685125,1,1,3,0,0,0,44,108.1119504,9.491472,54,112.2752136,4.184904,86,88.2133872,3.313176
55,477,5.5967376,111.177324,4.69392,1.64592,0.018288,5.30352,0.06096,-0.09144,2,2,24,2.380488,11.916156,89.80242913,1,1,3,0,0,0,44,109.1071224,9.95172,54,112.7022384,4.270248,86,88.5447048,3.313176
55,478,5.5982616,111.7140768,4.69392,1.64592,0.01524,5.367528,-0.03048,0.64008,2,2,24,2.548128,12.1709688,89.83732077,1,1,3,0,0,0,44,110.1309456,10.238232,54,113.1246912,4.224528,86,88.8760224,3.313176
55,479,5.594604,112.266984,4.69392,1.64592,-0.036576,5.529072,-0.51816,1.61544,2,2,24,2.410968,12.4120656,90.37901837,1,1,3,0,0,0,44,111.1587312,10.277856,54,113.5492776,4.245864,86,89.20734,3.313176
55,480,5.58546,112.8418368,4.69392,1.64592,-0.09144,5.748528,-0.54864,2.19456,2,2,24,2.023872,12.6144528,90.91130882,1,1,3,0,0,0,44,112.1804208,10.216896,54,113.992152,4.428744,86,89.5386576,3.313176
55,481,5.5714392,113.432844,4.69392,1.64592,-0.140208,5.910072,-0.48768,1.61544,2,2,24,1.566672,12.77112,91.35900546,1,1,3,0,0,0,44,113.20272,10.222992,54,114.4466088,4.544568,86,89.8699752,3.313176
55,482,5.556504,114.030252,4.69392,1.64592,-0.149352,5.97408,-0.09144,0.64008,2,2,24,1.316736,12.9027936,91.43209618,1,1,3,44,114.2295912,10.268712,2,82.0561224,8.043672,54,114.8931408,4.46532,86,90.2012928,3.313176
55,483,5.5424832,114.6267456,4.69392,1.64592,-0.140208,5.964936,0.09144,-0.09144,2,2,24,1.213104,13.024104,91.34651028,1,1,3,44,115.2531096,10.235184,2,82.8303144,7.74192,54,115.3299192,4.367784,86,90.5323056,3.310128
55,484,5.5287672,115.2217152,4.69392,1.64592,-0.13716,5.949696,0.03048,-0.1524,2,2,24,0.987552,13.1228592,91.32062166,1,1,3,44,116.2565112,10.034016,2,83.586828,7.565136,54,115.7673072,4.37388,86,90.8636232,3.313176
55,485,5.5147464,115.8136368,4.69392,1.64592,-0.140208,5.919216,-0.03048,-0.3048,2,2,24,0.978408,13.2207,91.35690685,1,1,3,44,117.2148024,9.582912,2,84.3713832,7.845552,54,116.2238976,4.565904,86,91.1949408,3.313176
55,486,5.5004208,116.4083016,4.69392,1.64592,-0.143256,5.946648,-0.03048,0.27432,2,2,24,1.155192,13.3362192,91.38000045,1,1,3,44,118.134384,9.195816,2,85.2031824,8.317992,54,116.7015192,4.776216,86,91.5262584,3.313176
55,487,5.4857904,117.011196,4.69392,1.64592,-0.146304,6.028944,-0.03048,0.82296,2,2,24,1.26492,13.4627112,91.3901202,1,1,3,44,119.0207424,8.863584,2,86.0736912,8.705088,54,117.1840176,4.824984,86,91.857576,3.313176
55,488,5.4687216,117.6217104,4.69392,1.64592,-0.170688,6.105144,-0.24384,0.762,2,2,24,1.2192,13.5846312,91.60146183,1,1,3,44,119.9058816,8.851392,2,86.9856528,9.119616,54,117.6628584,4.788408,86,92.1888936,3.313176
55,489,5.4556152,118.2413688,4.69392,1.64592,-0.131064,6.196584,0.39624,0.9144,2,2,24,1.008888,13.68552,91.21168284,1,1,3,44,120.8062608,9.003792,2,87.9082824,9.226296,51,131.6251368,4.264152,54,118.1249352,4.620768
55,490,5.4483,118.8686472,4.69392,1.64592,-0.073152,6.272784,0.57912,0.762,2,2,24,0.810768,13.7665968,90.66814207,1,1,3,44,121.7182224,9.119616,2,88.8260352,9.177528,51,132.0975768,4.7244,54,118.5632376,4.383024
55,491,5.4455568,119.5041552,4.69392,1.64592,-0.027432,6.35508,0.4572,0.82296,2,2,24,0.59436,13.8260328,90.24731838,1,1,3,44,122.6326224,9.144,2,89.739216,9.131808,51,132.589524,4.919472,54,118.9795944,4.163568
55,492,5.443728,120.1463688,4.69392,1.64592,-0.018288,6.422136,0.09144,0.67056,2,2,24,0.344424,13.8604752,90.16315792,1,1,3,44,123.547632,9.150096,2,90.6533112,9.140952,51,133.0677552,4.782312,54,119.3816256,4.020312
55,493,5.4412896,120.7879728,4.69392,1.64592,-0.024384,6.41604,-0.06096,-0.06096,2,2,24,0.216408,13.882116,90.21775013,1,1,3,44,124.4626416,9.150096,2,91.568016,9.147048,51,133.5045336,4.367784,54,119.7961536,4.14528
55,494,5.4385464,121.4283576,4.69392,1.64592,-0.027432,6.403848,-0.03048,-0.12192,2,2,24,0.109728,13.8930888,90.24543497,1,1,3,44,125.3800896,9.17448,2,92.4821112,9.140952,51,133.9215,4.169664,54,120.2365896,4.40436
55,495,5.4358032,122.0681328,4.69392,1.64592,-0.027432,6.397752,0,-0.06096,2,2,24,-0.006096,13.8924792,90.24566882,1,1,3,44,126.2914416,9.11352,2,93.3955968,9.134856,51,134.34822,4.2672,54,120.6974472,4.608576
55,496,5.4333648,122.7054696,4.69392,1.64592,-0.024384,6.373368,0.03048,-0.24384,2,2,24,0.006096,13.8930888,90.21920803,1,1,3,44,127.1893824,8.979408,2,94.3045104,9.089136,51,134.7737208,4.255008,54,121.1662296,4.687824
55,497,5.431536,123.341892,4.69392,1.64592,-0.018288,6.364224,0.06096,-0.09144,2,2,24,0.219456,13.9150344,90.16464259,1,1,3,44,128.0818368,8.924544,2,95.2094616,9.049512,51,135.1989168,4.25196,54,121.6280016,4.61772
55,498,5.4287928,123.9859344,4.69392,1.64592,-0.027432,6.440424,-0.09144,0.762,2,2,24,0.499872,13.9650216,90.24404113,1,1,3,44,128.98374,9.019032,2,96.1238616,9.144,51,135.6271608,4.28244,54,122.0748384,4.468368
55,499,5.4214776,124.6507032,4.69392,1.64592,-0.073152,6.647688,-0.4572,2.07264,2,2,24,0.463296,14.0113512,90.63046456,1,1,3,44,129.9106368,9.268968,2,97.0693512,9.454896,51,136.0636344,4.364736,54,122.497596,4.227576
55,500,5.4077616,125.3422944,4.69392,1.64592,-0.13716,6.915912,-0.64008,2.68224,2,2,24,0.140208,14.025372,91.13617105,1,1,3,44,130.8713664,9.607296,2,98.0538552,9.84504,51,136.5110808,4.474464,54,122.8865208,3.889248
55,501,5.3897784,126.0616224,4.69392,1.64592,-0.179832,7.19328,-0.42672,2.77368,2,2,24,-0.265176,13.9988544,91.43209618,1,1,3,44,131.8583088,9.869424,2,99.0801168,10.262616,51,136.9667568,4.55676,54,123.2464896,3.599688
55,502,5.370576,126.7745496,4.69392,1.64592,-0.192024,7.129272,-0.12192,-0.64008,2,2,24,-0.344424,13.964412,91.54286515,1,1,3,44,132.8556144,9.973056,2,100.1225328,10.42416,51,137.4254808,4.58724,54,123.594876,3.483864
55,503,5.352288,127.4576064,4.69392,1.64592,-0.18288,6.830568,0.09144,-2.98704,2,2,24,-0.170688,13.9473432,91.53365716,1,1,3,44,133.8480432,9.924288,2,101.1731784,10.506456,51,137.8839,4.584192,54,123.9588072,3.639312
55,504,5.3376576,128.127252,4.69392,1.64592,-0.146304,6.696456,0.36576,-1.34112,2,2,24,-0.112776,13.9360656,91.25159761,1,1,3,44,134.8261464,9.781032,2,102.2323584,10.5918,51,138.3420144,4.581144,54,124.3605336,4.017264
55,505,5.3352192,128.8072608,4.69392,1.64592,-0.024384,6.800088,1.2192,1.03632,2,2,24,-0.082296,13.927836,90.20545239,1,1,3,44,135.799068,9.729216,2,103.2903192,10.579608,51,138.7979952,4.559808,54,124.8009696,4.40436
55,506,5.3330856,129.51714,4.69392,1.64592,-0.021336,7.098792,0.03048,2.98704,2,2,24,0.003048,13.9281408,90.17220663,1,1,3,44,136.7777808,9.787128,2,104.339136,10.488168,51,139.2487944,4.507992,54,125.2694472,4.684776
55,507,5.3297328,130.2407352,4.69392,1.64592,-0.033528,7.235952,-0.12192,1.3716,2,2,24,0.246888,13.9528296,90.26547981,1,1,3,44,137.7577128,9.79932,2,105.3855144,10.463784,51,139.7026416,4.538472,54,125.7562128,4.867656
55,508,5.3272944,130.9506144,4.69392,1.64592,-0.024384,7.098792,0.09144,-1.3716,2,2,24,0.56388,14.0092176,90.1968074,1,1,3,44,138.7285008,9.70788,2,106.4684688,10.829544,51,140.1793488,4.767072,54,126.2539512,4.977384
55,509,5.3297328,131.6729904,4.69392,1.64592,0.024384,7.22376,0.48768,1.24968,2,2,24,0.448056,14.0540232,89.80659726,1,1,3,44,139.6746,9.460992,2,107.5901328,11.21664,51,140.7023856,5.230368,54,126.7699776,5.160264
55,510,5.3379624,132.4221888,4.69392,1.64592,0.082296,7.491984,0.57912,2.68224,2,2,24,0.128016,14.0668248,89.37065751,1,1,3,44,140.5883904,9.137904,2,108.7642224,11.740896,51,141.2616936,5.59308,54,127.2643632,4.943856
55,511,5.335524,133.1811408,4.69392,1.64592,-0.024384,7.58952,-1.0668,0.97536,2,2,24,0.033528,14.0701776,90.18408219,1,1,3,44,141.477492,8.891016,2,109.9462368,11.820144,51,141.8670264,6.053328,54,127.708152,4.437888
55,512,5.3349144,133.9303392,4.69392,1.64592,-0.006096,7.491984,0.18288,-0.97536,2,2,24,0.176784,14.087856,90.04661983,1,1,3,44,142.3571448,8.796528,2,111.111792,11.655552,51,142.495524,6.284976,54,128.1330432,4.248912
13,282,12.7266192,82.9165728,4.51104,1.95072,-0.256032,2.426208,-0.1524,-6.33984,2,4,15,-1.624584,4.3766232,96.02399308,1,3,5,50,87.9366288,1.972056,51,70.0092072,2.063496,4,91.6204416,2.42316,27,80.1773352,3.358896
13,283,12.707112,83.102196,4.51104,1.95072,-0.195072,1.856232,0.6096,-5.69976,2,4,15,-0.9906,4.2775632,95.99921097,1,3,5,50,88.1118888,1.7526,51,70.2158616,2.066544,4,91.7984448,1.780032,27,80.4507408,2.734056
13,284,12.6982728,83.239356,4.51104,1.95072,-0.088392,1.3716,1.0668,-4.84632,2,4,15,-0.582168,4.2193464,93.68729577,1,3,5,50,88.2621552,1.502664,51,70.422516,2.066544,4,91.9096968,1.11252,27,80.6750736,2.243328
13,285,12.70254,83.3268336,4.51104,1.95072,0.042672,0.874776,1.31064,-4.96824,2,4,15,-0.271272,4.1922192,87.20729763,1,3,5,50,88.388952,1.267968,51,70.6291704,2.066544,4,91.9660848,0.56388,27,80.9051976,2.30124
13,286,12.7028448,83.387184,4.51104,1.95072,0.003048,0.603504,-0.39624,-2.71272,2,4,15,-0.237744,4.1684448,89.71062984,1,3,5,50,88.4998992,1.109472,51,70.8358248,2.066544,4,91.9660848,0,27,81.1429416,2.37744
13,287,12.7028448,83.4518016,4.51104,1.95072,0,0.646176,-0.03048,0.42672,2,4,15,-0.438912,4.1245536,90,1,3,5,50,88.6202952,1.20396,51,71.0424792,2.066544,4,91.9660848,0,27,81.3788568,2.359152
13,288,12.7022352,83.550252,4.51104,1.95072,-0.006096,0.984504,-0.06096,3.38328,2,4,15,-0.710184,4.0535352,90.35476809,1,3,5,50,88.773,1.527048,51,71.2488288,2.063496,4,91.9660848,0,27,81.6150768,2.3622
13,289,12.7016256,83.6776584,4.51104,1.95072,-0.006096,1.274064,0,2.8956,2,4,15,-0.749808,3.9785544,90.27414039,1,3,5,50,88.9470408,1.740408,51,71.4554832,2.066544,4,91.9660848,0,27,81.8512968,2.3622
13,290,12.701016,83.7974448,4.51104,1.95072,-0.006096,1.197864,2.17E-13,-0.762,2,4,15,-0.341376,3.9444168,90.29157906,1,3,5,50,89.1018792,1.548384,51,71.6621376,2.066544,4,91.9660848,0,27,82.0878216,2.365248
13,291,12.7004064,83.8858368,4.51104,1.95072,-0.006096,0.88392,-2.17E-13,-3.13944,2,4,15,0.35052,3.9794688,90.39513704,1,3,5,50,89.211912,1.100328,51,71.8684872,2.063496,4,91.9852872,0.192024,27,82.3240416,2.3622
13,292,12.7004064,83.9568552,4.51104,1.95072,0,0.710184,0.06096,-1.73736,2,4,15,0.835152,4.062984,90,1,3,5,50,89.2893312,0.774192,51,72.0751416,2.066544,4,92.043504,0.582168,27,82.5602616,2.3622
13,293,12.6997968,84.0461616,4.51104,1.95072,-0.006096,0.893064,-0.06096,1.8288,2,4,15,0.819912,4.1449752,90.3910914,1,3,5,50,89.3579112,0.6858,51,72.281796,2.066544,4,92.1239712,0.804672,27,82.7964816,2.3622
13,294,12.699492,84.1656432,4.51104,1.95072,-0.003048,1.194816,0.03048,3.01752,2,4,15,0.539496,4.1989248,90.14616239,1,3,5,50,89.4307584,0.728472,51,72.4884504,2.066544,4,92.2093152,0.85344,27,83.0327016,2.3622
13,295,12.7028448,84.2927448,4.51104,1.95072,0.033528,1.271016,0.36576,0.762,2,4,15,0.417576,4.2406824,88.48895096,1,3,5,50,89.5087872,0.780288,51,72.6951048,2.066544,4,92.2839912,0.74676,27,83.2686168,2.359152
13,296,12.6961392,84.3905856,4.51104,1.95072,-0.067056,0.978408,-1.00584,-2.92608,2,4,15,0.694944,4.3101768,93.92068253,1,3,5,50,89.5834632,0.74676,51,72.9014544,2.063496,4,92.34678,0.627888,27,83.5054464,2.368296
13,297,12.6760224,84.4442304,4.51104,1.95072,-0.201168,0.536448,-1.34112,-4.4196,2,4,15,1.17348,4.4275248,110.5560452,1,3,5,50,89.6560056,0.725424,51,73.1081088,2.066544,4,92.3995104,0.527304,27,83.7465432,2.410968
13,298,12.6528576,84.4805016,4.51104,1.95072,-0.231648,0.362712,-0.3048,-1.73736,2,4,15,1.328928,4.5604176,122.5645585,1,3,5,50,89.7349488,0.789432,51,73.3147632,2.066544,4,92.4467544,0.47244,27,83.98764,2.410968
13,299,12.6418848,84.5350608,4.51104,1.95072,-0.109728,0.545592,1.2192,1.8288,2,4,15,0.987552,4.6591728,101.3714746,1,3,5,50,89.8224264,0.874776,51,73.5214176,2.066544,4,92.4952176,0.484632,27,84.2153256,2.276856
13,300,12.6525528,84.6201,4.51104,1.95072,0.10668,0.850392,2.16408,3.048,2,4,15,0.48768,4.7079408,82.84970982,1,3,5,50,89.9172192,0.947928,51,73.728072,2.066544,4,92.5415472,0.463296,27,84.409788,1.944624
13,301,12.6723648,84.723732,4.51104,1.95072,0.19812,1.03632,0.9144,1.85928,2,4,15,0.195072,4.727448,79.17698877,1,3,5,50,90.0202416,1.030224,51,73.9344216,2.063496,4,92.5903152,0.48768,27,84.5634072,1.536192
13,302,12.6873,84.8279736,4.51104,1.95072,0.149352,1.042416,-0.48768,0.06096,2,4,15,0.225552,4.7500032,81.84644461,1,3,5,50,90.1388088,1.185672,51,74.141076,2.066544,4,92.6524944,0.621792,27,84.6838032,1.20396
13,303,12.7022352,84.9273384,4.51104,1.95072,0.149352,0.993648,0,-0.48768,2,4,15,0.36576,4.7865792,81.45204652,1,3,5,50,90.28176,1.429512,51,74.3477304,2.066544,4,92.7378384,0.85344,27,84.7904832,1.0668
13,304,12.7168656,85.0260936,4.51104,1.95072,0.146304,0.987552,-0.03048,-0.06096,2,4,15,0.393192,4.8258984,81.57303098,1,3,5,50,90.4335504,1.517904,51,74.5543848,2.066544,4,92.8561008,1.182624,27,84.8971632,1.0668
13,305,12.731496,85.1251536,4.51104,1.95072,0.146304,0.9906,0,0.03048,2,4,15,0.381,4.8639984,81.59858948,1,3,5,50,90.57132,1.377696,51,74.7610392,2.066544,4,93.0042336,1.481328,27,85.00872,1.115568
